num_dossier,nom_site,date_creasite,adresse,quartier,secteur,commune,ev_tabac,ev_proprietaire,nb_acces,ev_fermable,ev_typologie,nb_arbres,acces_pmr
CSTR_000151,EV 2 entrée Nord Av. P. Riquet,,RUE AMANS,,,Castries,,3M,,,2. Acc. de voiries,,
MNTP_000668,Abords tennis Montpellier-Village,19930101,Route de Lavérune,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0,Non,1. Parcs et squares,56,Non
CSTR_000191,EV Parking Rue de la Guesse,,RUE DE LA GUESSE,,,Castries,,3M,,,11. Parking,,
CSTR_000164,Accot. 11 Rue A. Redier,,RUE ANTOINE REDIER,,,Castries,,,,,2. Acc. de voiries,,
CSTR_000163,Accot. 10 Rue A. Redier,,RUE ANTOINE REDIER,,,Castries,,,,,2. Acc. de voiries,,
CSTR_000176,Accot. 2 Rue de la Bandido,,RUE DE LA BANDIDO,,,Castries,,,,,2. Acc. de voiries,,
CSTR_000182,Accot. 4 rue de la Bourgine,,RUE DE LA BOURGINE,,,Castries,,3M,,,2. Acc. de voiries,,
CSTR_000192,Bois Rue de la Guesse,,RUE DE LA GUESSE,,,Castries,,Commune,,,9. Espaces de nature,,
CSTR_000198,Placette 1 Rue des E. du Languedoc,,RUE DES ETATS DU LANGUEDOC,,,Castries,,,,,14. Placette de lotissement,,
CSTR_000129,Accot. 1 D26 (Route de Baillargues),,D 26 (Route de Baillargues),,,Castries,,,,,2. Acc. de voiries,,
CSTR_000203,Accot.4 rue des Faisses,,RUE DES FAISSES,,,Castries,,,,,2. Acc. de voiries,,
CSTR_000218,Accot. 4 Rue des Romarins,,RUE DES ROMARINS,,,Castries,,,,,2. Acc. de voiries,,
MNTP_000006,Crèche des sept nains,19920312,Impasse de la Petite Corraterie,Centre,Écusson,Montpellier,Non,Commune,0,Non,6. Espaces verts écoles et crèches,1,Non
JACO_000352,Accot. 3 Rue du Mas Neuf,,RUE DU MAS NEUF,,,Jacou,,,,,2. Acc. de voiries,,
CSTR_000238,Accot. 16 Rue du Cep de Vigne,,RUE DU CEP DE VIGNE,,,Castries,,,,,2. Acc. de voiries,,
CSTR_000240,Accot. 18 Rue du Cep de Vigne,,RUE DU CEP DE VIGNE,,,Castries,,,,,2. Acc. de voiries,,
BAIL_000061,Fossé 2 route de Castries,,ROUTE DE CASTRIES,,,Baillargues,,,,,2. Acc. de voiries,,
MNTP_000170,École élémentaire Marc Bloch,19700101,Allée des Hauts de Montpellier,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,2,Non,6. Espaces verts écoles et crèches,0,Oui
MNTP_000351,École maternelle Martin Luther King,19700101,Rue Charles Bonaparte,Nord-Ouest,Mosson,Montpellier,Non,Commune,3,Non,6. Espaces verts écoles et crèches,4,Oui
MNTP_001154,Parc d'Arménie,20120614,Place Georges Frêche,Sud,Prés d'Arènes,Montpellier,Non,Commune,5,Non,1. Parcs et squares,0,En partie
CNTL_000069,EV voirie F. De Lorca,, ,,,Cournonterral,,,,,2. Acc. de voiries,1,
CRES_000459,TPC Rue du Trident,,RUE DU TRIDENT,,,Le Crès,,,,,2. Acc. de voiries,,
MNTP_001261,Abords Avenue du Pic Saint-Loup,20201103,Avenue du Pic Saint-Loup,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,2. Acc. de voiries,0,Non
CNTL_000031,Bassin de rétention rue des Escalettes,, ,,,Cournonterral,,,,,10. Bassins de rétention,,
CNTL_000040,Accotement route de la Taillade ch des Bouilles,, ,,,Cournonterral,,,,,2. Acc. de voiries,1,
CRES_000458,Placette Rue du Trident,,RUE DU TRIDENT,,,Le Crès,,,,,14. Placette de lotissement,,
MNTP_000970,Abords Avenue des Moulins,20030101,Avenue des Moulins,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,2. Acc. de voiries,29,Non
MNTP_001063,Abords Rue René Etiemble,20071105,Rue René Etiemble,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,2. Acc. de voiries,36,Non
FABR_000054,Abord 3 rond-Point de Lattre de Tassigny,, ,,,Fabrègues,,,,,2. Acc. de voiries,,
FABR_000037,Rond point du collège,, ,,,Fabrègues,,,,,2. Acc. de voiries,,
MNTP_001245,Parvis Simone Veil,20170403,Parvis Simone Veil,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,3. Acc. de bât. et équipements publics,0,Non
MNTP_000953,Abords ACM Les Bouissettes,20020101,Rue des Bouissettes,Nord-Ouest,Cévennes,Montpellier,Non,3M,0,Non,4. Acc. d'habitations,7,Non
CSTL_000208,EV 2 Talus Ecole Mat. Rose de France,,AVENUE DU JEU DE MAIL,,,Castelnau-le-Lez,,,,,6. Espaces verts écoles et crèches,,
MNTP_000930,Abords ACM Tournezy,20010101,Rues Signoret - Pr Balmès - Plans Dullin - Bernard,Sud,Prés d'Arènes,Montpellier,Non,3M,0,Non,4. Acc. d'habitations,45,Non
LAVE_000113,Terre plein rond-point d'entrée,, ,,,Lavérune,,,,,2. Acc. de voiries,,
MNTP_000253,Abords Avenue de l'Europe - Sud,19850101,Avenue de l'Europe,Nord-Ouest,Mosson,Montpellier,Non,3M,0,Non,2. Acc. de voiries,77,Non
MNTP_000057,Square Clos des Orangers,19000101,Rue du Lavandin,Sud,Croix d'Argent,Montpellier,Non,Commune,2,Non,1. Parcs et squares,9,Oui
MNTP_000198,Place de l'Olympie,19910701,Avenue des États du Languedoc,Centre,Antigone,Montpellier,Non,Commune,0,Non,2. Acc. de voiries,32,Non
LAVE_001006,Passage  rue des Cinsaults,, ,,,Lavérune,,,,,19. Espaces verts autres,1,
MNTP_000929,Abords ACM Cité Gely,20180411,Rue du Faubourg Figuerolles,Centre,Peyrou,Montpellier,Non,SA3M,0,Non,2. Acc. de voiries,0,Non
MNTP_000501,Crèche Agropolis,19900401,Rue Jean-François Breton,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,3,Non,6. Espaces verts écoles et crèches,5,Oui
CLAP_000043,Esplanade C. de Gaulle 1,,AVENUE DU GENERAL DE GAULLE,,,Clapiers,,,,,12. Place,,
LATT_000278,EV 3 Parking Av. des Rois de Majorque,,AVENUE DES ROIS DE MAJORQUE,,,Lattes,,,,,11. Parking,,
MNTP_000562,Square Bernard Chely,19700801,Rue de Font-Couverte,Sud,Croix d'Argent,Montpellier,Non,Commune,1,Non,1. Parcs et squares,10,Non
MNTP_000955,Abords ACM Les Escholiers,20020101,Rue des Tourterelles,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0,Non,4. Acc. d'habitations,153,Non
MNTP_000554,Square des Hibiscus,19950615,Rue des Hibiscus,Sud,Croix d'Argent,Montpellier,Non,Commune,2,Oui,1. Parcs et squares,25,Non
LAVE_000010,Accotement 1 avenue des Serres,, ,,,Lavérune,,,,,2. Acc. de voiries,1,
LAVE_000082,Massif fin avenue Moulin de Tourtourel,, ,,,Lavérune,,,,,2. Acc. de voiries,1,
CRES_000359,Accot. 1 Rue de la source,,RUE DE LA SOURCE,,,Le Crès,,,,,2. Acc. de voiries,,
CLAP_000053,Massif Entrée esplanade 1,,AVENUE DU GENERAL DE GAULLE,,,Clapiers,,,,,12. Place,,
LATT_000565,Accot. 2  Passage J.F. Dupleix,,PASSAGE J.F. DUPLEIX,,,Lattes,,,,,2. Acc. de voiries,,
CNTL_000157,Placetet 3 rue des grenadiers,, ,,,Cournonterral,,,,,14. Placette de lotissement,,
FABR_000065,Passage haie séparative Av. C. De Gaulle,, ,,,Fabrègues,,,,,19. Espaces verts autres,,
FABR_000163,Haie et massif accotement avenue de Cournonterral,, ,,,Fabrègues,,,,,2. Acc. de voiries,,
CNTL_000080,Monument Parking Gr Grand Rue,, ,,,Cournonterral,,,,,6. Espaces verts écoles et crèches,1,
CNTL_000132,Passage rue H. Barbusse,, ,,,Cournonterral,,,,,14. Placette de lotissement,1,
CNTL_000160,Placette 2 rue des grenadiers,, ,,,Cournonterral,,,,,14. Placette de lotissement,1,
FABR_000005,Passage rue de Larenas rue des 3 ponts,, ,,,Fabrègues,,,,,19. Espaces verts autres,,
MNTP_001103,Abords Allée du Parc Tastavin,20100602,Allée du Parc Tastavin,Sud,Croix d'Argent,Montpellier,Non,3M,0,Non,4. Acc. d'habitations,0,Non
MNTP_001107,Jardin Demain,20101009,Rue d'Ampurias,Sud,Croix d'Argent,Montpellier,Non,Commune,2,Non,1. Parcs et squares,39,Non
JACO_000027,Accot. 1 Nord Av. de Vendargues,,AVENUE DE VENDARGUES,,,Jacou,,,,,2. Acc. de voiries,,
,NEW EV A NOMMER,,,,,Lattes,,,,,,,
,NEW EV A NOMMER,,,,,Lattes,,,,,,,
,NEW EV 4 Plan du Puits,,,,,Lattes,,,,,,,
,NEW Placette 2 Traverse des robiniers,,,,,Lattes,,,,,,,
CNSC_000137,Bassin de rétention du boulodrome,, ,,,Cournonsec,,,,,10. Bassins de rétention,1,
LATT_000447,Accot. 11  Ext. L. de Vinci,,AVENUE LEONARD DE VINCI,,,Lattes,,,,,2. Acc. de voiries,,
CLAP_000034,Accot. 9 Nord Av. G. De Gaulle (Niv. Esplanade),,AVENUE DU GENERAL DE GAULLE,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000029,Accot. 13 Nord Av. G. De Gaulle (Niv. Esplanade),,AVENUE DU GENERAL DE GAULLE,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000040,Accot. 6 Sud Av. G. De Gaulle (Niv. Esplanade),,AVENUE DU GENERAL DE GAULLE,,,Clapiers,,,,,2. Acc. de voiries,,
,NEW Abord Est Bassin de rétention 3 Rue du Clos de Viviers,,,,,Jacou,,,,,9. Espaces de nature,,
,NEW Passage piéton Ravel,,,,,Le Crès,,,,,,,
,NEW Rond-Point Las Papa,,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW Abord Extérieur du Rond-Point Las Papa,,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW Noue1 du ruisseau de l'Auriol,,,,,Clapiers,,,,,,,
,NEW EV ch. du Martinet (Conteneur verre),,,,,Clapiers,,,,,,,
,NEW Massif1 derrière Salle BOUDES,,,,,Jacou,,,,,,,
,NEW Pelouse 2 Parvis de l'ordre national du mérite,,,,,Lattes,,,,,,,
,NEW 2 Parvis de l'ordre Nationel du Mérite,,,,,Lattes,,,,,,,
,NEW 3 Parvis de l'ordre Nationel du Mérite,,,,,Lattes,,,,,,,
,NEW Passage piéton Les Mourguettes,,,,,Lavérune,,,,,,,
,NEW Passage piéton 2 rue de la Butte,,,,,Lavérune,,,,,,,
,NEW EV Panneau Info M5,,,,,Lavérune,,,,,,,
,NEW EV Parking Foyer rural,,,,,Montferrier-sur-Lez,,,,,,,
,NEW EV 1 Route de Cournonterral,,,,,Fabrègues,,,,,,,
,NEW Prairie Villa Verde,,,,,Lavérune,,,,,,,
,NEW Accot.  RM5-E12,,,,,Lavérune,,,,,,,
,NEW EV 1 Place du Poissonier,,,,,Lavérune,,,,,,,
,NEW Passage Poissonnier,,,,,Lavérune,,,,,,,
MNTP_002532,Abords Rue du Mas de Nègre - Sud,20000101,Rue du Mas de Nègre,Sud,Croix d'Argent,Montpellier,Non,SA3M,0,Non,2. Acc. de voiries,,Non
,NEW Haie 1 Terres Noires,,,,,Lattes,,,,,,,
,NEW Accot. 2 Sud Av. des Gardians,,,,,Castries,,Région,,,,,
,NEW piedarbre15  Av. De La Capelado,,,,,Castries,,Région,,,2. Acc. de voiries,,
,NEW BBassins de rétention Av. des Razeteurs,,,,,Castries,,Région,,,10. Bassins de rétention,,
,NEW Parking 2 av Moulin de Tourtourel,,,,,Lavérune,,,,,,,
,NEW Parking Cours B de Frédol,,,,,Lavérune,,,,,,,
,NEW Parking 1 Cours B. de Frédol,,,,,Lavérune,,,,,,,
,NEW Parking 1 Cours B. de Frédol,,,,,Lavérune,,,,,,,
CSTL_000223,Accot. 3 Nord Av. G. Frêche (Mas de rochet),,AVENUE GEORGES FRECHE,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
,NEW Pied arbre3  Av. De La Capelado,,,,,Castries,,Région,,,2. Acc. de voiries,,
,NEW Pied arbre4  Av. De La Capelado,,,,,Castries,,Région,,,2. Acc. de voiries,,
,NEW pied arbre6  Av. De La Capelado,,,,,Castries,,Région,,,2. Acc. de voiries,,
MFSL_000021,EV Angle Parking Allée M. Curie,,ALLEE MARIE CURIE,,,Montferrier-sur-Lez,,,,,11. Parking,,
CLAP_000214,Accot. 4 Sud Rue de la Source,,RUE DE LA SOURCE,,,Clapiers,,,,,11. Parking,,
,NEW EV 6 Parking Tennis,,,,,Fabrègues,,,,,,,
,NEW EV 6 Parking Tennis,,,,,Fabrègues,,,,,,,
,NEW EV 9 Parking Tennis,,,,,Fabrègues,,,,,,,
CRES_000616,Accot. 12 Sq. J. Jaurès,,SQUARE JEAN JAURES,,,Le Crès,,,,,11. Parking,,
,NEW Haie RM5,,,,,Lavérune,,,,,,,
,NEW Haie RM5,,,,,Lavérune,,,,,,,
JACO_000112,EV 2 Parc  Av. J. Arlery,,AVENUE JOSEPH ARLERY,,,Jacou,,,,,1. Parcs et squares,,
JACO_000113,EV 4 Parc  Av. J. Arlery,,AVENUE JOSEPH ARLERY,,,Jacou,,,,,1. Parcs et squares,,
MFSL_000018,Accot. 4 Allée F. X. Fabre,,ALLEE FRANCOIS XAVIER FABRE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000042,Accot. 13 Av. du Campus Agropolis,,AVENUE DU CAMPUS AGROPOLIS,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000054,Accot. 2 Ch. des Cardonilles,,BOULEVARD DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
CRES_000212,EV 1 Square Claude Igounninc,,IMPASSE ALFRED DE VIGNY,,,Le Crès,,,,,1. Parcs et squares,,
CNTL_000115,Square Matthieu Ribas,, ,,,Cournonterral,,,,,1. Parcs et squares,1,
MFSL_000056,Accot. 3 Ch. des Cardonilles,,BOULEVARD DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000112,Accot. 4 Ch. de l'Ayre des masques,,CHEMIN DE L'AYRE DES MASQUES,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
,,,,,,,,,,,,,
MFSL_000187,Accot. 1 Ch. du Pic Saint-Loup,,CHEMIN DU PIC SAINT LOUP,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
LATT_000179,Accot. 13 Ouest Av. de Massilia,,AVENUE DE MASSILIA,,,Lattes,,,,,2. Acc. de voiries,,
MNTP_002542,Parvis du collége Port Marianne,20240419,580 Avenue du Mondial 98,Est,Port Marianne,Montpellier,Non,Commune,0,Non,3. Acc. de bât. et équipements publics,0,Oui
MFSL_000143,Accot. 4 Ch. de Versailles,,CHEMIN DE VERSAILLES,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MFSL_000060,Rond-point  des 4 chemins,,BOULEVARD DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
JACO_000343,EV 3 Passage Rue du Labech,,RUE DU LABECH,,,Jacou,,,,,14. Placette de lotissement,,
MNTP_000742,Abords Avenue de Villeneuve-Angoulème - Nord,19940322,Avenue de Villeneuve-Angoulème - Boulevard Berthelot,Sud,Croix d'Argent,Montpellier,Non,Commune,0,Non,2. Acc. de voiries,0,Non
LATT_000316,Accot. 4 Sud Av. du Grenache,,AVENUE DU GRENACHE,,,Lattes,,,,,2. Acc. de voiries,,
MFSL_000076,Accot. 11 Ouest Ext Bvd. de la Lironde,,BOULEVARD DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000081,Accot. 13 Ouest Ext Bvd. de la Lironde,,BOULEVARD DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
LATT_000931,Accot. 6 Rue des Sarcelles,,RUE DES SARCELLES,,,Lattes,,,,,2. Acc. de voiries,,
MFSL_000211,Abord 3bis Rond-Point Rte de Saint-Clément - Rte de Mende,,CHEMIN DU POUGET,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
LATT_000635,Accot. 6 Int. Prom. de la Vasque,,PROMENADE DE LA VASQUE,,,Lattes,,,,,19. Espaces verts autres,,
CRES_000257,EV 2 parking Impasse Véronèse,,IMPASSE VERONAISE,,,Le Crès,,,,,11. Parking,,
MFSL_000231,EV Clos des Baumes,,CLOS DES BAUMES,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
LATT_000832,Accot. 3 Sud Rue des C. de Malte,,RUE DES CHEVALIERS DE MALTE,,,Lattes,,,,,2. Acc. de voiries,,
MFSL_000228,Accot. 4 - Cimetière- Ch. Font du Noyer,,CHEMIN FONT DU NOYER,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
CRES_000011,Accot. Av. d'Unterschleissheim,,AVENUE D UNTERSCHLEISSHEIM,,,Le Crès,,,,,2. Acc. de voiries,,
MFSL_000102,EV 1 Angle Piste cyclable Ch. de Cantagrils,,CHEMIN DE CANTAGRILS,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
CRES_000262,EV Place des Combattants d'Afrique du Nord,,PLACE DES COMBATTANTS D'AFRIQUE DU NORD,,,Le Crès,,,,,11. Parking,,
MNTP_000368,Abords Rue Professeur Henri Roseau,19900101,Rue Professeur Henri Roseau,Sud,Croix d'Argent,Montpellier,Non,3M,0,Non,2. Acc. de voiries,8,Non
LAVE_000031,Accotement côté stade av du château,, ,,,Lavérune,,,,,2. Acc. de voiries,1,
MFSL_000272,Accot. 4 Ouest Route de Mende,,ROUTE DE MENDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000299,Accot. 4 Est Proche Pont Echangeur de la Lironde RD 65,,ROUTE DE MENDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
LATT_000161,Accot. 20 Est Av. de Massilia,,AVENUE DE MASSILIA,,,Lattes,,,,,2. Acc. de voiries,,
LAVE_000059,Platane Plan des Barrys,, ,,,Lavérune,,,,,2. Acc. de voiries,1,
LAVE_000078,Parking 1 av du Moulin de Tourtourel,, ,,,Lavérune,,,,,11. Parking,1,
MFSL_000096,Abord 1 Rond-Point 2 de la Lironde,,BOULEVARD DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000283,Accot. 7 Ouest Route de Mende,,ROUTE DE MENDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000332,Accot. Talus Rue du Bassin,,RUE DU BASSIN,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000338,Accot. 3 Rue du Clos,,RUE DU CLOS,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MNTP_000460,Parc Chico Mendes,19910701,Rue de l'Agenais,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0,Non,1. Parcs et squares,0,Oui
MFSL_000318,Accot. 6 Ouest Route de Saint-Clément,,ROUTE DE SAINT CLEMENT,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000304,Abord Bassin de rétention Ch. du Val de la Lironde,,ROUTE DE SAINT CLEMENT,,,Montferrier-sur-Lez,,,,,9. Espaces de nature,,
MFSL_000334,EV Parking du belvedere,,RUE DU BELVEDERE,,,Montferrier-sur-Lez,,,,,11. Parking,,
LATT_000726,Accot. 15 Route de Pérols,,ROUTE DE PEROLS,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000198,Accot. 7 Est Av. de Massilia,,AVENUE DE MASSILIA,,,Lattes,,,,,2. Acc. de voiries,,
MFSL_000091,Accot. 14 Est Bvd. de la Lironde,,BOULEVARD DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
LATT_000023,Accot. 2 Av. G. Melies,,AVENUE DE FIGUIERE,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000048,Abord 3 Rond-Point Av. de Fréjorgues - Rue des Frênes,,AVENUE DE FREJORGUES,,,Lattes,,,,,2. Acc. de voiries,,
MNTP_000012,Abords Place du Marché aux Fleurs,19830101,Place du Marché aux Fleurs,Centre,Écusson,Montpellier,Non,3M,0,Non,3. Acc. de bât. et équipements publics,2,Non
LATT_000044,Abord 4 Rond-Point Av. de Fréjorgues - Rue des Frênes,,AVENUE DE FREJORGUES,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000060,Accot. 1 Est Av. de l'Agau,,AVENUE DE L AGAU,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000088,Rond-Point de l'Europe EV 4,,AVENUE DE L'EUROPE,,,Lattes,,,,,12. Place,,
MNTP_000818,Place Hersilie Tatius,19861115,Place Hersilie,Sud,Croix d'Argent,Montpellier,Non,3M,3,Oui,2. Acc. de voiries,8,Non
LATT_000165,Accot. 18 Ouest Av. de Massilia,,AVENUE DE MASSILIA,,,Lattes,,,,,2. Acc. de voiries,,
MNTP_000233,Berges de la Mosson - Nord,18991231,Avenue de Heidelberg,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0,Non,9. Espaces de nature,0,En partie
MNTP_000927,Abords ACM Vert-bois,20010101,avenue de Vert-Bois,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,4. Acc. d'habitations,0,Non
MNTP_000097,Place Saint-Côme,19700101,Place Saint-Côme,Centre,Écusson,Montpellier,Non,3M,0,Non,4. Acc. d'habitations,0,Non
MNTP_001302,,20190201,Avenue Nina Simone,Est,Port Marianne,Montpellier,,3M,0,Non,19. Espaces verts autres,17,Non
LATT_000433,Accot. 7 Int. L. de Vinci,,AVENUE LEONARD DE VINCI,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000453,Accot. 9  Ext. L. de Vinci,,AVENUE LEONARD DE VINCI,,,Lattes,,,,,2. Acc. de voiries,,
MNTP_001178,Rond-point de la Lyre,19950101,Rond-point de la Lyre,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,2. Acc. de voiries,0,Non
MNTP_000938,Abords ACM Puech Villa,20010101,Rue Saint-Priest,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0,Non,4. Acc. d'habitations,17,Non
LATT_000092,Rond-Point de l'Europe EV 1,,AVENUE DE L'EUROPE,,,Lattes,,,,,12. Place,,
LATT_000475,Accot. 2 Ouest. Av. Montpellieret,,AVENUE MONTPELLIERET DIT PAYSAGER,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000705,Accot. 1 Route de Pérols,,ROUTE DE PEROLS,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000591,Parking Plan des Roubines,,PLAN DES ROUBINES,,,Lattes,,,,,11. Parking,,
MNTP_001011,Aqueduc Saint-Clément - section Malbosc,20051007,Avenue des Moulins,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,4,Non,9. Espaces de nature,0,Non
MNTP_001075,Abords ACM Résidence de Gènes,20080305,Rue de Gênes,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0,Non,4. Acc. d'habitations,2,Non
MNTP_000128,Ilot Chemin de Moularès - Avenue de Palavas,19810101,Chemin de Moularès - Avenue de Palavas,Sud,Prés d'Arènes,Montpellier,Non,3M,0,Non,2. Acc. de voiries,0,Non
MNTP_000678,Abords Place Cardinal Verdier,19880101,Place Cardinal Verdier,Sud,Croix d'Argent,Montpellier,Non,3M,2,Non,2. Acc. de voiries,40,
MNTP_000038,Le petit Mail de la Mosson,19690101,Le Grand Mail,Nord-Ouest,Mosson,Montpellier,Non,Commune,0,Non,1. Parcs et squares,12,Oui
MNTP_000040,Réservoir Chênes-Colombière,19740101,Rue de l'Espérou,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,3. Acc. de bât. et équipements publics,0,Non
LATT_000780,Abord 1 Rond-Point du Pont Méjean,,RUE DE LA CAPITAINERIE,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000009,Îlot 1 Tram Nord Av. G. Frêche -Allée des Platanes,,ALLEE DES PLATANES,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000791,Accot. 2 Sud Rue de la Muraillette,,RUE DE LA MURAILLETTE,,,Lattes,,,,,2. Acc. de voiries,,
MNTP_000954,Abords Esplanade de la Musique,20020101,Rue de la Poésie,Centre,Verdanson,Montpellier,Non,Commune,0,Non,4. Acc. d'habitations,114,Non
LATT_000852,Accot. 3 Rue des Consuls,,RUE DES CONSULS,,,Lattes,,,,,2. Acc. de voiries,,
LAVE_000028,Deux massifs Plan de l'Aramon - Fin du Parking,, ,,,Lavérune,,,,,2. Acc. de voiries,1,
LATT_000855,EV parking Sud Rue des Consuls,,RUE DES CONSULS,,,Lattes,,,,,11. Parking,,
MNTP_000957,Abords ACM Blaise Pascal,20020101,Rue Camille Flammarion,Est,Port Marianne,Montpellier,Non,Commune,0,Non,4. Acc. d'habitations,20,Non
LAVE_000019,Placette rue de la Pastière,, ,,,Lavérune,,,,,14. Placette de lotissement,1,
LAVE_000013,Accotement 2 avenue des serres,, ,,,Lavérune,,,,,2. Acc. de voiries,1,
LAVE_000067,Haie 2 av. tourtourel rue des compagnons,, ,,,Lavérune,,,,,2. Acc. de voiries,1,
CRES_000096,TPC 2 Av. du Mistral,,AVENUE DU MISTRAL,,,Le Crès,,,,,2. Acc. de voiries,,
MNTP_000135,Ilot Avenue du Pic Saint-Loup,19890101, Avenue du Pic Saint-Loup,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,2. Acc. de voiries,0,Non
LATT_001021,Accot. 5 Rue Pasiphae,,RUE PASIPHAE,,,Lattes,,,,,2. Acc. de voiries,,
LATT_001023,Accot. 3 Rue Pasiphae,,RUE PASIPHAE,,,Lattes,,,,,2. Acc. de voiries,,
CNTL_000229,Parking rue des Harlepiettes,, ,,,Cournonterral,,,,,11. Parking,1,
MNTP_000102,Ilots Carrefour de l'Aéroport International,19870101,Carrefour de l'Aéroport International,Centre,Antigone,Montpellier,Non,Commune,0,Non,2. Acc. de voiries,17,Non
MNTP_000959,Abords ACM Maurin,20020101,Rue Victor Roger,Sud,Croix d'Argent,Montpellier,Non,Commune,0,Non,4. Acc. d'habitations,10,Non
LATT_000813,Bassin de rétention Brico Dépôt,,RUE DE MONTELS EGLISE,,,Lattes,,,,,10. Bassins de rétention,,
LATT_000866,Accot. 2 Rue des Courlis,,RUE DES COURLIS,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000865,Accot. 3 Rue des Courlis,,RUE DES COURLIS,,,Lattes,,,,,2. Acc. de voiries,,
CRES_000468,Accot. 6 Rue F. Miterrand,,RUE FRANCOIS MITTERRAND,,,Le Crès,,,,,2. Acc. de voiries,,
LATT_000837,EV 5 Parking rue des Ch. de Malte,,RUE DES CHEVALIERS DE MALTE,,,Lattes,,,,,11. Parking,,
LATT_000117,Accot. 2 parking Av. de Lattara,,AVENUE DE LATTARA,,,Lattes,,,,,11. Parking,,
CLAP_000124,EV 2 Place Max Leenhardt,,PLACE MAX LEENHARDT,,,Clapiers,,,,,12. Place,,
CLAP_000253,Accot. 9 Rue des Closades,,RUE DES CLOSADES,,,Clapiers,,,,,2. Acc. de voiries,,
CNTL_000017,Rond Point impasse des Lauriers roses,, ,,,Cournonterral,,,,,2. Acc. de voiries,1,
CLAP_000137,Accot. 2 Plan des Rayons d'Oc,,PLAN DES RAYONS D OC,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000242,Accot. Fossé rue des Canaux,,RUE DES CANAUX,,,Clapiers,,,,,2. Acc. de voiries,,
